word,tag,p
chick,NN,0.618860510805501
chico,NN,0.618860510805501
chics,NNS,0.007858546168958742
chide,VBP,0.03143418467583497
chief,JJ,0.2180746561886051
chiel,NN,0.618860510805501
chiks,NN,0.618860510805501
child,NN,0.618860510805501
chile,NN,0.618860510805501
chili,NN,0.618860510805501
chill,NN,0.618860510805501
chimb,NN,0.618860510805501
chime,NN,0.618860510805501
chimo,NN,0.618860510805501
chimp,NN,0.618860510805501
china,NN,0.618860510805501
chine,NN,0.618860510805501
ching,VBG,0.0137524557956778
chink,NN,0.618860510805501
chino,NN,0.618860510805501
chins,VBZ,0.003929273084479371
chips,NNS,0.007858546168958742
chirk,VBP,0.03143418467583497
chirl,JJ,0.2180746561886051
chirm,NN,0.618860510805501
chiro,NN,0.618860510805501
chirp,NN,0.618860510805501
chirr,NN,0.618860510805501
chirt,NN,0.618860510805501
chiru,NN,0.618860510805501
chits,NNS,0.007858546168958742
chive,VBP,0.03143418467583497
chivs,NN,0.618860510805501
chivy,NN,0.618860510805501
chizz,NN,0.618860510805501
chock,NN,0.618860510805501
choco,NN,0.618860510805501
chocs,NN,0.618860510805501
chode,NN,0.618860510805501
chogs,NNS,0.007858546168958742
choil,VBP,0.03143418467583497
choir,JJ,0.2180746561886051
choke,NN,0.618860510805501
choko,NN,0.618860510805501
choky,NN,0.618860510805501
chola,NN,0.618860510805501
choli,NN,0.618860510805501
cholo,NN,0.618860510805501
chomp,NN,0.618860510805501
chons,NNS,0.007858546168958742
choof,VBP,0.03143418467583497
chook,NN,0.618860510805501
choom,NN,0.618860510805501
choon,NN,0.618860510805501
chops,NNS,0.007858546168958742
chord,NN,0.618860510805501
chore,NN,0.618860510805501
chose,VBD,0.01768172888015717
chota,JJ,0.2180746561886051
chott,NN,0.618860510805501
chout,NN,0.618860510805501
choux,NN,0.618860510805501
chowk,NN,0.618860510805501
chows,VBZ,0.003929273084479371
chubs,JJ,0.2180746561886051
chuck,NN,0.618860510805501
chufa,NN,0.618860510805501
chuff,NN,0.618860510805501
chugs,NNS,0.007858546168958742
chump,VBP,0.03143418467583497
chums,NNS,0.007858546168958742
chunk,VBP,0.03143418467583497
churl,JJ,0.2180746561886051
churn,NN,0.618860510805501
churr,NN,0.618860510805501
chuse,NN,0.618860510805501
chute,NN,0.618860510805501
chuts,NNS,0.007858546168958742
chyle,VBP,0.03143418467583497
chyme,JJ,0.2180746561886051
chynd,NN,0.618860510805501
cibol,NN,0.618860510805501
cided,VBD,0.01768172888015717
cider,NN,0.618860510805501
cides,NNS,0.007858546168958742
ciels,VBP,0.03143418467583497
cigar,NN,0.618860510805501
ciggy,NN,0.618860510805501
cilia,NN,0.618860510805501
cills,NNS,0.007858546168958742
cimar,VBP,0.03143418467583497
cimex,JJ,0.2180746561886051
cinch,NN,0.618860510805501
cinct,JJ,0.2180746561886051
cines,NNS,0.007858546168958742
cinqs,VBP,0.03143418467583497
cions,NNS,0.007858546168958742
cippi,VBP,0.03143418467583497
circa,JJ,0.2180746561886051
circs,NN,0.618860510805501
cires,NNS,0.007858546168958742
cirls,VBP,0.03143418467583497
cirri,JJ,0.2180746561886051
cisco,NN,0.618860510805501
cissy,NN,0.618860510805501
cists,NNS,0.007858546168958742
cital,VBP,0.03143418467583497
cited,VBN,0.0137524557956778
citer,NN,0.618860510805501
cites,VBZ,0.003929273084479371
cives,NNS,0.007858546168958742
civet,VBP,0.03143418467583497
civic,JJ,0.2180746561886051
civie,NN,0.618860510805501
civil,JJ,0.2180746561886051
civvy,NN,0.618860510805501
clach,NN,0.618860510805501
clack,NN,0.618860510805501
clade,NN,0.618860510805501
clads,NNS,0.007858546168958742
claes,VBP,0.03143418467583497
clags,JJ,0.2180746561886051
claim,NN,0.618860510805501
clame,NN,0.618860510805501
clamp,NN,0.618860510805501
clams,NNS,0.007858546168958742
clang,VBD,0.01768172888015717
clank,JJ,0.2180746561886051
clans,NNS,0.007858546168958742
claps,VBP,0.03143418467583497
clapt,JJ,0.2180746561886051
claro,JJ,0.2180746561886051
clart,NN,0.618860510805501
clary,JJ,0.2180746561886051
clash,NN,0.618860510805501
clasp,NN,0.618860510805501
class,NN,0.618860510805501
clast,NN,0.618860510805501
clats,NNS,0.007858546168958742
claut,VBP,0.03143418467583497
clave,VBP,0.03143418467583497
clavi,JJ,0.2180746561886051
claws,NNS,0.007858546168958742
clays,NNS,0.007858546168958742
clean,VBP,0.03143418467583497
clear,JJ,0.2180746561886051
cleat,NN,0.618860510805501
cleck,NN,0.618860510805501
cleek,JJ,0.2180746561886051
cleep,NN,0.618860510805501
clefs,NN,0.618860510805501
cleft,NN,0.618860510805501
clegs,NN,0.618860510805501
cleik,NN,0.618860510805501
clems,VBZ,0.003929273084479371
clepe,JJ,0.2180746561886051
clept,NN,0.618860510805501
clerk,NN,0.618860510805501
cleve,VBP,0.03143418467583497
clews,NNS,0.007858546168958742
click,VBP,0.03143418467583497
clied,JJ,0.2180746561886051
clies,NNS,0.007858546168958742
cliff,VBP,0.03143418467583497
clift,NN,0.618860510805501
climb,NN,0.618860510805501
clime,NN,0.618860510805501
cline,NN,0.618860510805501
cling,VBG,0.0137524557956778
clink,NN,0.618860510805501
clint,NN,0.618860510805501
clipe,NN,0.618860510805501
clips,NNS,0.007858546168958742
clipt,VBP,0.03143418467583497
clits,NNS,0.007858546168958742
cloak,VBP,0.03143418467583497
cloam,NN,0.618860510805501
clock,NN,0.618860510805501
clods,NNS,0.007858546168958742
cloff,VBP,0.03143418467583497
clogs,NNS,0.007858546168958742
cloke,VBD,0.01768172888015717
clomb,JJ,0.2180746561886051
clomp,NN,0.618860510805501
clone,NN,0.618860510805501
clonk,NN,0.618860510805501
clons,NNS,0.007858546168958742
cloop,VBP,0.03143418467583497
cloot,NN,0.618860510805501
clops,NNS,0.007858546168958742
close,RB,0.023575638506876228
clote,VBP,0.03143418467583497
cloth,JJ,0.2180746561886051
clots,NNS,0.007858546168958742
cloud,VBP,0.03143418467583497
clour,VBP,0.03143418467583497
clous,JJ,0.2180746561886051
clout,NN,0.618860510805501
clove,VBP,0.03143418467583497
clown,NN,0.618860510805501
clows,NNS,0.007858546168958742
cloye,VBP,0.03143418467583497
cloys,NNS,0.007858546168958742
cloze,VBP,0.03143418467583497
clubs,NNS,0.007858546168958742
cluck,VBP,0.03143418467583497
clued,VBN,0.0137524557956778
clues,NNS,0.007858546168958742
cluey,VBP,0.03143418467583497
clump,NN,0.618860510805501
clung,NN,0.618860510805501
clunk,NN,0.618860510805501
clype,NN,0.618860510805501
cnida,NN,0.618860510805501
coach,NN,0.618860510805501
coact,NN,0.618860510805501
coady,JJ,0.2180746561886051
coala,NN,0.618860510805501
coals,NNS,0.007858546168958742
coaly,VBP,0.03143418467583497
coapt,JJ,0.2180746561886051
coarb,NN,0.618860510805501
coast,NN,0.618860510805501
coate,NN,0.618860510805501
coati,NN,0.618860510805501
coats,NNS,0.007858546168958742
cobbs,VBP,0.03143418467583497
cobby,NN,0.618860510805501
cobia,NN,0.618860510805501
coble,JJ,0.2180746561886051
cobra,NN,0.618860510805501
cobza,NN,0.618860510805501
cocas,NN,0.618860510805501
cocci,NN,0.618860510805501
cocco,NN,0.618860510805501
cocks,NNS,0.007858546168958742
cocky,VBP,0.03143418467583497
cocoa,NN,0.618860510805501
cocos,NN,0.618860510805501
codas,NN,0.618860510805501
codec,NN,0.618860510805501
coded,VBD,0.01768172888015717
coden,JJ,0.2180746561886051
coder,NN,0.618860510805501
codes,NNS,0.007858546168958742
codex,VBP,0.03143418467583497
codon,JJ,0.2180746561886051
coeds,NNS,0.007858546168958742
coffs,NNS,0.007858546168958742
cogie,VBP,0.03143418467583497
cogon,NN,0.618860510805501
cogue,NN,0.618860510805501
cohab,NN,0.618860510805501
cohen,NN,0.618860510805501
cohoe,NN,0.618860510805501
cohog,NN,0.618860510805501
cohos,NN,0.618860510805501
coifs,VBP,0.03143418467583497
coign,NN,0.618860510805501
coils,NNS,0.007858546168958742
coins,VBZ,0.003929273084479371
coirs,JJ,0.2180746561886051
coits,NNS,0.007858546168958742
coked,VBD,0.01768172888015717
cokes,NNS,0.007858546168958742
colas,NNS,0.007858546168958742
colby,VBP,0.03143418467583497
colds,NNS,0.007858546168958742
coled,VBD,0.01768172888015717
coles,NNS,0.007858546168958742
coley,VBP,0.03143418467583497
colic,JJ,0.2180746561886051
colin,NN,0.618860510805501
colls,NNS,0.007858546168958742
colly,RB,0.023575638506876228
colog,VBP,0.03143418467583497
colon,NN,0.618860510805501
color,NN,0.618860510805501
colts,NNS,0.007858546168958742
colza,VBP,0.03143418467583497
comae,JJ,0.2180746561886051
comal,JJ,0.2180746561886051
comas,NN,0.618860510805501
combe,NN,0.618860510805501
combi,NN,0.618860510805501
combo,NN,0.618860510805501
combs,NNS,0.007858546168958742
comby,VBP,0.03143418467583497
comer,NN,0.618860510805501
comes,VBZ,0.003929273084479371
comet,JJ,0.2180746561886051
comfy,JJ,0.2180746561886051
comic,JJ,0.2180746561886051
comix,NN,0.618860510805501
comma,NN,0.618860510805501
commo,NN,0.618860510805501
comms,NN,0.618860510805501
commy,NN,0.618860510805501
compo,NN,0.618860510805501
comps,NNS,0.007858546168958742
compt,VBP,0.03143418467583497
comte,JJ,0.2180746561886051
comus,NN,0.618860510805501
conch,NN,0.618860510805501
condo,NN,0.618860510805501
coned,VBD,0.01768172888015717
cones,NNS,0.007858546168958742
coney,NN,0.618860510805501
confs,NN,0.618860510805501
conga,NN,0.618860510805501
conge,NN,0.618860510805501
congo,NN,0.618860510805501
conia,NN,0.618860510805501
conic,JJ,0.2180746561886051
conin,NN,0.618860510805501
conks,NNS,0.007858546168958742
conky,VBP,0.03143418467583497
conne,JJ,0.2180746561886051
conns,NN,0.618860510805501
conte,NN,0.618860510805501
conto,NN,0.618860510805501
conus,NN,0.618860510805501
convo,NN,0.618860510805501
cooch,NN,0.618860510805501
cooed,NN,0.618860510805501
cooee,NN,0.618860510805501
cooer,NN,0.618860510805501
cooey,NN,0.618860510805501
coofs,NN,0.618860510805501
cooks,VBZ,0.003929273084479371
cooky,JJ,0.2180746561886051
cools,NNS,0.007858546168958742
cooly,VBP,0.03143418467583497
coomb,NN,0.618860510805501
cooms,NNS,0.007858546168958742
coomy,VBP,0.03143418467583497
coons,NNS,0.007858546168958742
coops,NNS,0.007858546168958742
coopt,VBP,0.03143418467583497
coost,JJ,0.2180746561886051
coots,NNS,0.007858546168958742
cooze,VBP,0.03143418467583497
copal,JJ,0.2180746561886051
copay,NN,0.618860510805501
coped,VBD,0.01768172888015717
copen,JJ,0.2180746561886051
coper,NN,0.618860510805501
copes,NNS,0.007858546168958742
coppy,JJ,0.2180746561886051
copra,NN,0.618860510805501
copse,NN,0.618860510805501
copsy,NN,0.618860510805501
coqui,JJ,0.2180746561886051
coral,JJ,0.2180746561886051
coram,NN,0.618860510805501
corbe,NN,0.618860510805501
corby,NN,0.618860510805501
cords,NNS,0.007858546168958742
cored,VBD,0.01768172888015717
corer,NN,0.618860510805501
cores,NNS,0.007858546168958742
corey,VBP,0.03143418467583497
corgi,JJ,0.2180746561886051
coria,NN,0.618860510805501
corks,NNS,0.007858546168958742
corky,VBP,0.03143418467583497
corms,NNS,0.007858546168958742
corni,VBP,0.03143418467583497
corno,NN,0.618860510805501
corns,NNS,0.007858546168958742
cornu,VBP,0.03143418467583497
corny,JJ,0.2180746561886051
corps,NN,0.618860510805501
corse,NN,0.618860510805501
corso,NN,0.618860510805501
cosec,NN,0.618860510805501
cosed,VBD,0.01768172888015717
coses,NNS,0.007858546168958742
coset,VBP,0.03143418467583497
cosey,NN,0.618860510805501
cosie,NN,0.618860510805501
costa,JJ,0.2180746561886051
coste,NN,0.618860510805501
costs,NNS,0.007858546168958742
cotan,VBP,0.03143418467583497
coted,VBN,0.0137524557956778
cotes,NNS,0.007858546168958742
coths,NNS,0.007858546168958742
cotta,VBP,0.03143418467583497
cotts,NNS,0.007858546168958742
couch,JJ,0.2180746561886051
coude,VBP,0.03143418467583497
cough,NN,0.618860510805501
could,MD,0.005893909626719057
count,VB,0.015717092337917484
coupe,JJ,0.2180746561886051
coups,NNS,0.007858546168958742
courb,VBP,0.03143418467583497
courd,JJ,0.2180746561886051
coure,NN,0.618860510805501
cours,NNS,0.007858546168958742
court,NN,0.618860510805501
couta,VBP,0.03143418467583497
couth,NN,0.618860510805501
coved,VBD,0.01768172888015717
coven,RB,0.023575638506876228
cover,JJ,0.2180746561886051
coves,NNS,0.007858546168958742
covet,VBP,0.03143418467583497
covey,JJ,0.2180746561886051
covin,NN,0.618860510805501
cowal,NN,0.618860510805501
cowan,NN,0.618860510805501
cowed,VBD,0.01768172888015717
cower,JJR,0.005893909626719057
cowks,NN,0.618860510805501
cowls,NN,0.618860510805501
cowps,NN,0.618860510805501
cowry,NN,0.618860510805501
coxae,NN,0.618860510805501
coxal,NN,0.618860510805501
coxed,VBD,0.01768172888015717
coxes,NNS,0.007858546168958742
coxib,JJ,0.2180746561886051
coyau,JJ,0.2180746561886051
coyed,VBN,0.0137524557956778
coyer,NN,0.618860510805501
coyly,NN,0.618860510805501
coypu,NN,0.618860510805501
cozed,VBD,0.01768172888015717
cozen,JJ,0.2180746561886051
cozes,NNS,0.007858546168958742
cozey,VBP,0.03143418467583497
cozie,JJ,0.2180746561886051
craal,NN,0.618860510805501
crabs,NNS,0.007858546168958742
crack,VBP,0.03143418467583497
craft,NN,0.618860510805501
crags,NNS,0.007858546168958742
craic,VBP,0.03143418467583497
craig,JJ,0.2180746561886051
crake,NN,0.618860510805501
crame,NN,0.618860510805501
cramp,JJ,0.2180746561886051
crams,NNS,0.007858546168958742
crane,VBP,0.03143418467583497
crank,NN,0.618860510805501
crans,NNS,0.007858546168958742
crape,VBP,0.03143418467583497
craps,NNS,0.007858546168958742
crapy,NNS,0.007858546168958742
crare,VBP,0.03143418467583497
crash,JJ,0.2180746561886051
crass,NN,0.618860510805501
crate,NN,0.618860510805501
crave,VBP,0.03143418467583497
crawl,VBN,0.0137524557956778
craws,NNS,0.007858546168958742
crays,NNS,0.007858546168958742
craze,VBP,0.03143418467583497
crazy,JJ,0.2180746561886051
creak,NN,0.618860510805501
cream,NN,0.618860510805501
credo,NN,0.618860510805501
creds,NNS,0.007858546168958742
creed,VBP,0.03143418467583497
creek,JJ,0.2180746561886051
creel,NN,0.618860510805501
creep,NN,0.618860510805501
crees,NNS,0.007858546168958742
creme,VBP,0.03143418467583497
crems,NNS,0.007858546168958742
crena,VBP,0.03143418467583497
crepe,JJ,0.2180746561886051
creps,NNS,0.007858546168958742
crept,VBD,0.01768172888015717
crepy,JJ,0.2180746561886051
cress,NN,0.618860510805501
crest,NN,0.618860510805501
crewe,NN,0.618860510805501
crews,NNS,0.007858546168958742
crias,VBP,0.03143418467583497
cribs,JJ,0.2180746561886051
crick,NN,0.618860510805501
cried,VBD,0.01768172888015717
crier,JJR,0.005893909626719057
cries,NNS,0.007858546168958742
crime,NN,0.618860510805501
crimp,NN,0.618860510805501
crims,NNS,0.007858546168958742
crine,VBP,0.03143418467583497
crios,NNS,0.007858546168958742
cripe,JJ,0.2180746561886051
crips,NNS,0.007858546168958742
crise,VBP,0.03143418467583497
crisp,NN,0.618860510805501
crith,NN,0.618860510805501
crits,NNS,0.007858546168958742
croak,VBP,0.03143418467583497
croci,JJ,0.2180746561886051
crock,NN,0.618860510805501
crocs,NN,0.618860510805501
croft,JJ,0.2180746561886051
crogs,NNS,0.007858546168958742
cromb,VBP,0.03143418467583497
crome,JJ,0.2180746561886051
crone,NN,0.618860510805501
cronk,NN,0.618860510805501
crons,NNS,0.007858546168958742
crony,VBP,0.03143418467583497
crook,NN,0.618860510805501
crool,NN,0.618860510805501
croon,NN,0.618860510805501
crops,NNS,0.007858546168958742
crore,VBP,0.03143418467583497
cross,NN,0.618860510805501
crost,NN,0.618860510805501
croup,NN,0.618860510805501
crout,NN,0.618860510805501
crowd,VBP,0.03143418467583497
crown,JJ,0.2180746561886051
crows,NNS,0.007858546168958742
croze,VBP,0.03143418467583497
cruck,JJ,0.2180746561886051
crude,NN,0.618860510805501
crudo,NN,0.618860510805501
cruds,NN,0.618860510805501
crudy,NN,0.618860510805501
cruel,NN,0.618860510805501
crues,NNS,0.007858546168958742
cruet,VBP,0.03143418467583497
cruft,JJ,0.2180746561886051
crumb,JJ,0.2180746561886051
crump,NN,0.618860510805501
crunk,NN,0.618860510805501
cruor,NN,0.618860510805501
crura,NN,0.618860510805501
cruse,NN,0.618860510805501
crush,NN,0.618860510805501
crust,NN,0.618860510805501
crusy,NN,0.618860510805501
cruve,NN,0.618860510805501
crwth,NN,0.618860510805501
cryer,NN,0.618860510805501
crypt,NN,0.618860510805501
ctene,NN,0.618860510805501
cubby,NN,0.618860510805501
cubeb,NN,0.618860510805501
cubed,VBD,0.01768172888015717
cuber,JJ,0.2180746561886051
cubes,NNS,0.007858546168958742
cubic,JJ,0.2180746561886051
cubit,NN,0.618860510805501
cuddy,JJ,0.2180746561886051
cuffo,NN,0.618860510805501
cuffs,NNS,0.007858546168958742
cuifs,VBP,0.03143418467583497
cuing,VBG,0.0137524557956778
cuish,JJ,0.2180746561886051
cuits,NNS,0.007858546168958742
cukes,NNS,0.007858546168958742
culch,VBP,0.03143418467583497
culet,NN,0.618860510805501
culex,NN,0.618860510805501
culls,NNS,0.007858546168958742
cully,RB,0.023575638506876228
culms,VBP,0.03143418467583497
culpa,JJ,0.2180746561886051
culti,NN,0.618860510805501
cults,NNS,0.007858546168958742
culty,NN,0.618860510805501
cumec,NN,0.618860510805501
cumin,NN,0.618860510805501
cundy,NN,0.618860510805501
cunei,NN,0.618860510805501
cunit,NN,0.618860510805501
cunts,NNS,0.007858546168958742
cupel,VBP,0.03143418467583497
cupid,JJ,0.2180746561886051
cuppa,NN,0.618860510805501
cuppy,JJ,0.2180746561886051
curat,NN,0.618860510805501
curbs,NNS,0.007858546168958742
curch,VBP,0.03143418467583497
curds,NNS,0.007858546168958742
curdy,NNS,0.007858546168958742
cured,VBD,0.01768172888015717
curer,NN,0.618860510805501
cures,NNS,0.007858546168958742
curet,VBP,0.03143418467583497
curfs,NN,0.618860510805501
curia,NN,0.618860510805501
curie,NN,0.618860510805501
curio,NN,0.618860510805501
curli,NN,0.618860510805501
curls,VBD,0.01768172888015717
curly,RB,0.023575638506876228
curns,JJ,0.2180746561886051
curny,NN,0.618860510805501
currs,NN,0.618860510805501
curry,NN,0.618860510805501
curse,NN,0.618860510805501
cursi,NN,0.618860510805501
curst,JJ,0.2180746561886051
curve,NN,0.618860510805501
curvy,NN,0.618860510805501
cusec,NN,0.618860510805501
cushy,NN,0.618860510805501
cusks,NNS,0.007858546168958742
cusps,VBP,0.03143418467583497
cuspy,JJ,0.2180746561886051
cusso,NN,0.618860510805501
cusum,NN,0.618860510805501
cutch,NN,0.618860510805501
cuter,NN,0.618860510805501
cutes,VBZ,0.003929273084479371
cutey,JJ,0.2180746561886051
cutie,NN,0.618860510805501
cutin,NN,0.618860510805501
cutis,NN,0.618860510805501
cutto,NN,0.618860510805501
cutty,JJ,0.2180746561886051
cutup,NN,0.618860510805501
cuvee,NN,0.618860510805501
cuzes,VBZ,0.003929273084479371
cwtch,JJ,0.2180746561886051
cyano,NN,0.618860510805501
cyans,NNS,0.007858546168958742
cyber,VBP,0.03143418467583497
cycad,JJ,0.2180746561886051
cycas,NN,0.618860510805501
cycle,NN,0.618860510805501
cyclo,NN,0.618860510805501
cyder,NN,0.618860510805501
cylix,NN,0.618860510805501
cymae,NN,0.618860510805501
cymar,NN,0.618860510805501
cymas,NN,0.618860510805501
cymes,NNS,0.007858546168958742
cymol,VBP,0.03143418467583497
cynic,JJ,0.2180746561886051
cysts,NNS,0.007858546168958742
cytes,VBZ,0.003929273084479371
cyton,JJ,0.2180746561886051
czars,NNS,0.007858546168958742
daals,NNS,0.007858546168958742
dabba,VBP,0.03143418467583497
daces,NNS,0.007858546168958742
dacha,VBP,0.03143418467583497
dacks,NNS,0.007858546168958742
dadah,VBP,0.03143418467583497
dadas,JJ,0.2180746561886051
daddy,JJ,0.2180746561886051
dados,NN,0.618860510805501
daffs,NNS,0.007858546168958742
daffy,VBP,0.03143418467583497
dagga,JJ,0.2180746561886051
daggy,NN,0.618860510805501
dagos,NN,0.618860510805501
dahls,NN,0.618860510805501
daiko,JJ,0.2180746561886051
daily,JJ,0.2180746561886051
daine,NN,0.618860510805501
daint,NN,0.618860510805501
dairy,NN,0.618860510805501
daisy,NN,0.618860510805501
daker,NN,0.618860510805501
daled,VBD,0.01768172888015717
dales,NNS,0.007858546168958742
dalis,VBP,0.03143418467583497
dalle,VB,0.015717092337917484
dally,RB,0.023575638506876228
dalts,JJ,0.2180746561886051
daman,JJ,0.2180746561886051
damar,NN,0.618860510805501
dames,NNS,0.007858546168958742
damme,VBP,0.03143418467583497
damns,JJ,0.2180746561886051
damps,NNS,0.007858546168958742
dampy,JJ,0.2180746561886051
dance,NN,0.618860510805501
dancy,NN,0.618860510805501
dandy,JJ,0.2180746561886051
dangs,NNS,0.007858546168958742
danio,VBP,0.03143418467583497
danks,NNS,0.007858546168958742
danny,JJ,0.2180746561886051
dants,NNS,0.007858546168958742
daraf,VBP,0.03143418467583497
darbs,JJ,0.2180746561886051
darcy,NN,0.618860510805501
dared,VBD,0.01768172888015717
darer,NN,0.618860510805501
dares,NNS,0.007858546168958742
darga,VBP,0.03143418467583497
dargs,JJ,0.2180746561886051
daric,JJ,0.2180746561886051
daris,NN,0.618860510805501
darks,NNS,0.007858546168958742
darky,VBP,0.03143418467583497
darns,NNS,0.007858546168958742
darre,JJ,0.2180746561886051
darts,NNS,0.007858546168958742
darzi,VBP,0.03143418467583497
dashi,JJ,0.2180746561886051
dashy,JJ,0.2180746561886051
datal,NN,0.618860510805501
dated,VBD,0.01768172888015717
dater,NN,0.618860510805501
dates,NNS,0.007858546168958742
datos,VBP,0.03143418467583497
datto,JJ,0.2180746561886051
datum,NN,0.618860510805501
daube,NN,0.618860510805501
daubs,NN,0.618860510805501
dauby,NN,0.618860510805501
dauds,VBZ,0.003929273084479371
dault,NN,0.618860510805501
daunt,NN,0.618860510805501
daurs,NN,0.618860510805501
dauts,NNS,0.007858546168958742
daven,RB,0.023575638506876228
davit,VBP,0.03143418467583497
dawah,JJ,0.2180746561886051
dawds,NN,0.618860510805501
dawed,VBD,0.01768172888015717
dawen,JJ,0.2180746561886051
dawks,NN,0.618860510805501
dawns,NNS,0.007858546168958742
dawts,VBP,0.03143418467583497
dayan,JJ,0.2180746561886051
daych,NN,0.618860510805501
daynt,NN,0.618860510805501
dazed,VBD,0.01768172888015717
dazer,NN,0.618860510805501
dazes,NNS,0.007858546168958742
deads,VBZ,0.003929273084479371
deair,JJ,0.2180746561886051
deals,NNS,0.007858546168958742
dealt,VBD,0.01768172888015717
deans,NNS,0.007858546168958742
deare,JJ,0.2180746561886051
dearn,JJ,0.2180746561886051
dears,NNS,0.007858546168958742
deary,JJ,0.2180746561886051
deash,JJ,0.2180746561886051
death,NN,0.618860510805501
deave,NN,0.618860510805501
deaws,NN,0.618860510805501
deawy,NN,0.618860510805501
debag,NN,0.618860510805501
debar,NN,0.618860510805501
debby,NN,0.618860510805501
debel,NN,0.618860510805501
debes,VBZ,0.003929273084479371
debit,NN,0.618860510805501
debts,NNS,0.007858546168958742
debud,VBP,0.03143418467583497
debug,JJ,0.2180746561886051
debur,NN,0.618860510805501
debus,NN,0.618860510805501
debut,NN,0.618860510805501
debye,VBZ,0.003929273084479371
decad,JJ,0.2180746561886051
decaf,JJ,0.2180746561886051
decal,JJ,0.2180746561886051
decan,JJ,0.2180746561886051
decay,NN,0.618860510805501
decko,NN,0.618860510805501
decks,NNS,0.007858546168958742
decor,VBP,0.03143418467583497
decos,JJ,0.2180746561886051
decoy,NN,0.618860510805501
decry,NN,0.618860510805501
dedal,NN,0.618860510805501
deeds,VBZ,0.003929273084479371
deedy,NN,0.618860510805501
deely,RB,0.023575638506876228
deems,VBZ,0.003929273084479371
deens,NNS,0.007858546168958742
deeps,NNS,0.007858546168958742
deere,RB,0.023575638506876228
deers,NNS,0.007858546168958742
deets,NNS,0.007858546168958742
deeve,VBP,0.03143418467583497
deevs,NN,0.618860510805501
defat,NN,0.618860510805501
defer,NN,0.618860510805501
deffo,NN,0.618860510805501
defis,NN,0.618860510805501
defog,NN,0.618860510805501
degas,NN,0.618860510805501
degum,NN,0.618860510805501
degus,NN,0.618860510805501
deice,NN,0.618860510805501
deids,NNS,0.007858546168958742
deify,VBP,0.03143418467583497
deign,NN,0.618860510805501
deils,NNS,0.007858546168958742
deism,NN,0.618860510805501
deist,VBP,0.03143418467583497
deity,NN,0.618860510805501
deked,VBN,0.0137524557956778
dekes,NNS,0.007858546168958742
dekko,VBP,0.03143418467583497
delay,NN,0.618860510805501
deled,VBD,0.01768172888015717
deles,NNS,0.007858546168958742
delfs,VB,0.015717092337917484
delft,NN,0.618860510805501
delis,NN,0.618860510805501
dells,VBZ,0.003929273084479371
delly,RB,0.023575638506876228
delos,JJ,0.2180746561886051
delph,NN,0.618860510805501
delta,NN,0.618860510805501
delts,NNS,0.007858546168958742
delve,VBP,0.03143418467583497
deman,JJ,0.2180746561886051
demes,NNS,0.007858546168958742
demic,JJ,0.2180746561886051
demit,NN,0.618860510805501
demob,NN,0.618860510805501
demoi,NN,0.618860510805501
demon,NN,0.618860510805501
demos,NN,0.618860510805501
dempt,NN,0.618860510805501
demur,NN,0.618860510805501
denar,NN,0.618860510805501
denay,NN,0.618860510805501
dench,NN,0.618860510805501
denes,NNS,0.007858546168958742
denet,NN,0.618860510805501
denim,NN,0.618860510805501
denis,NN,0.618860510805501
dense,NN,0.618860510805501
dents,NNS,0.007858546168958742
deoxy,JJ,0.2180746561886051
depot,NN,0.618860510805501
depth,NN,0.618860510805501
derat,NN,0.618860510805501
deray,NN,0.618860510805501
derby,NN,0.618860510805501
dered,VBD,0.01768172888015717
deres,NNS,0.007858546168958742
derig,JJ,0.2180746561886051
derma,JJ,0.2180746561886051
derms,NNS,0.007858546168958742
derns,VBZ,0.003929273084479371
derny,JJ,0.2180746561886051
deros,NNS,0.007858546168958742
derro,VBP,0.03143418467583497
derry,JJ,0.2180746561886051
derth,NN,0.618860510805501
dervs,NN,0.618860510805501
desex,NN,0.618860510805501
deshi,NN,0.618860510805501
desis,NN,0.618860510805501
desks,NNS,0.007858546168958742
desse,VBP,0.03143418467583497
deter,NN,0.618860510805501
detox,NN,0.618860510805501
deuce,NN,0.618860510805501
devas,NN,0.618860510805501
devel,NN,0.618860510805501
devil,NN,0.618860510805501
devis,NN,0.618860510805501
devon,NN,0.618860510805501
devos,NN,0.618860510805501
devot,NN,0.618860510805501
dewan,NN,0.618860510805501
dewar,NN,0.618860510805501
dewax,NN,0.618860510805501
dewed,VBD,0.01768172888015717
dexes,NNS,0.007858546168958742
dexie,JJ,0.2180746561886051
dhaba,JJ,0.2180746561886051
dhaks,NN,0.618860510805501
dhals,NNS,0.007858546168958742
dhikr,VBP,0.03143418467583497
dhobi,JJ,0.2180746561886051
dhole,NN,0.618860510805501
dholl,NN,0.618860510805501
dhols,VBZ,0.003929273084479371
dhoti,JJ,0.2180746561886051
dhows,NNS,0.007858546168958742
dhuti,VBP,0.03143418467583497
diact,JJ,0.2180746561886051
dials,NNS,0.007858546168958742
diane,VBP,0.03143418467583497
diary,JJ,0.2180746561886051
diazo,NN,0.618860510805501
dibbs,NN,0.618860510805501
diced,VBD,0.01768172888015717
dicer,NN,0.618860510805501
dices,NNS,0.007858546168958742
dicey,VBP,0.03143418467583497
dicht,NN,0.618860510805501
dicks,NNS,0.007858546168958742
dicky,VBP,0.03143418467583497
dicot,JJ,0.2180746561886051
